
(0) Date, (1) Northern_Hemisphere, (2) Beaufort_Sea, (3) Chukchi_Sea, (4) East_Siberian_Sea, (5) Laptev_Sea, (6) Kara_Sea, (7) Barents_Sea, (8) Greenland_Sea, (9) Baffin_Bay_Gulf_of_St._Lawrence, (10) Canadian_Archipelago, (11) Hudson_Bay, (12) Central_Arctic, (13) Bering_Sea, (14) Baltic_Sea, (15) Sea_of_Okhotsk, (16) Yellow_Sea, (17) Cook_Inlet
 2014352,12624111.71, 1070444.98,  966006.16, 1087137.23,  897844.80,  919178.34,  439533.09,  523544.83,  898199.76,  853214.25, 1254438.69, 3237771.60,  210629.02,    3001.99,  246413.90,    8999.26,     129.75
 2014353,12772484.57, 1070444.98,  966006.16, 1087137.23,  897844.80,  933724.30,  490311.03,  548008.18,  945251.31,  853214.25, 1255156.00, 3239513.50,  219703.88,    3001.99,  246413.90,    8999.26,     129.75
 2014354,12838699.64, 1070444.98,  966006.16, 1087137.23,  897844.80,  931655.58,  491599.76,  536289.82,  932408.31,  853214.25, 1257310.35, 3239513.50,  228709.43,    3001.99,  325762.44,   10047.25,     129.75
 2014355,12878520.60, 1070444.98,  966006.16, 1087137.23,  897844.80,  931655.58,  505762.87,  552137.34,  932702.49,  853214.25, 1257310.35, 3239513.50,  231795.33,    3001.99,  331178.77,   11061.17,     129.75
 2014356,12941634.54, 1070444.98,  966006.16, 1087137.23,  897844.80,  931655.58,  519292.84,  543384.95, 1001814.06,  853214.25, 1260903.34, 3237212.02,  228924.10,    3001.99,  325238.12,    7806.32,     129.75
 2014357,13032666.53, 1070444.98,  966006.16, 1087137.23,  897844.80,  934348.08,  542200.32,  531731.57, 1022245.32,  853214.25, 1255629.03, 3239081.61,  260236.21,    3001.99,  356009.41,    5781.77,     129.75
 2014358,13118531.91, 1070444.98,  966006.16, 1087137.23,  897844.80,  934348.08,  578296.18,  539776.12, 1046122.66,  853214.25, 1255629.03, 3239081.61,  264203.59,    3001.99,  368821.37,    6850.05,     129.75
 2014359,13145695.19, 1070444.98,  966006.16, 1087137.23,  897844.80,  934348.08,  587744.31,  546827.83, 1052294.58,  853214.25, 1255629.03, 3239081.61,  264203.59,    3001.99,  373312.89,    6850.05,     129.75
 2014360,13246190.27, 1070444.98,  966006.16, 1087137.23,  897844.80,  934417.31,  625050.26,  584295.34, 1055855.20,  853214.25, 1255629.03, 3242977.53,  269224.55,    3001.99,  386487.79,    6850.05,     129.75
 2014361,13320914.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  934417.31,  622911.13,  593655.11, 1058092.88,  853214.25, 1255629.03, 3243937.65,  288111.54,    3001.99,  431980.69,    6776.18,     129.75
 2014362,13347324.69, 1070444.98,  966006.16, 1087137.23,  897844.80,  934417.31,  652382.43,  622069.58, 1017263.42,  853214.25, 1260903.34, 3247252.60,  287426.09,    3001.99,  433430.53,    6776.18,     129.75
 2014363,13249184.15, 1070444.98,  966006.16, 1087137.23,  897844.80,  934417.31,  635153.37,  587359.39,  980494.38,  853214.25, 1260903.34, 3247252.60,  263136.45,    7527.11,  444539.83,    5999.14,     129.75
 2014364,13258891.97, 1070444.98,  966006.16, 1087137.23,  897844.80,  934417.31,  632130.97,  576369.92, 1005399.72,  853214.25, 1260903.34, 3245405.71,  255750.75,    7527.11,  454110.85,    4475.06,     129.75
 2014365,13330375.52, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  641686.03,  619028.60, 1023476.85,  853214.25, 1260903.34, 3245388.84,  255710.56,    7527.11,  454320.66,    4475.06,     129.75
 2015001,13458792.51, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  653947.54,  636556.96, 1105854.43,  853214.25, 1260903.34, 3248012.93,  246648.48,    7527.11,  477008.18,    4475.06,     129.75
 2015002,13485777.34, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  668910.19,  626474.18, 1138364.84,  853214.25, 1260903.34, 3248012.93,  229669.41,    7527.11,  477008.18,   11048.66,     129.75
 2015003,13463546.40, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  622139.17,  589105.72, 1125881.44,  853214.25, 1260903.34, 3247252.80,  244790.77,    9613.11,  534788.62,   11048.66,     647.37
 2015004,13485860.55, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  629026.87,  612782.22, 1129503.00,  853214.25, 1260903.34, 3236251.48,  235764.69,    6741.20,  547678.33,    7473.11,    2360.92
 2015005,13432288.10, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  540677.72,  626868.44, 1141485.07,  853214.25, 1260903.34, 3238373.13,  236152.64,    6741.20,  553877.13,    7473.11,    2360.92
 2015006,13558022.09, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  644452.93,  640415.59, 1148034.92,  853214.25, 1260903.34, 3243576.78,  226085.80,    7746.61,  555941.51,   11128.30,    2360.92
 2015007,13454269.23, 1070444.98,  965989.31, 1087137.23,  897844.80,  935023.26,  604479.58,  585014.63, 1232275.60,  853214.25, 1260903.34, 3243539.99,  186937.38,    9589.34,  498208.30,   13601.60,    2360.92
 2015008,13549087.96, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  596295.30,  545680.04, 1327348.08,  853214.25, 1260903.34, 3241001.21,  232818.85,    9589.34,  473020.11,   13065.70,    2360.92
 2015009,13601800.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  610653.92,  569149.30, 1327157.70,  853214.25, 1260903.34, 3244500.53,  245343.19,    9589.34,  472071.73,   13065.70,    2360.92
 2015010,13571907.23, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  574969.82,  571761.33, 1330519.25,  853214.25, 1260903.34, 3244500.53,  245343.19,    9589.34,  472071.73,   12882.70,    2360.92
 2015011,13583614.34, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  557131.72,  562748.05, 1357969.57,  853214.25, 1260903.34, 3244500.53,  247232.60,    9589.34,  481290.50,   12882.70,    2360.92
 2015012,13759058.51, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  672995.60,  589627.66, 1367325.63,  853214.25, 1260903.34, 3248012.93,  262479.09,    9589.34,  487349.32,   11409.61,    2360.92
 2015013,13883488.43, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  745899.00,  607124.52, 1384013.41,  853214.25, 1260903.34, 3248012.93,  263924.21,    9589.34,  503246.09,   11409.61,    2360.92
 2015014,13912565.16, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  745899.00,  607124.52, 1384013.41,  853214.25, 1260903.34, 3248012.93,  263924.21,    9589.34,  532322.82,   11409.61,    2360.92
 2015015,13957537.43, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  745899.00,  584325.44, 1423111.05,  853214.25, 1260903.34, 3248012.93,  292694.49,    9589.34,  532322.82,   11409.61,    2360.92
 2015016,13977187.12, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  745899.00,  589481.41, 1423154.88,  853214.25, 1260903.34, 3248012.93,  303757.45,    9589.34,  536689.13,   11409.61,    2360.92
 2015017,14124163.71, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  752738.02,  633428.83, 1476061.15,  853214.25, 1260903.34, 3248012.93,  314093.11,    9589.34,  567780.92,   13266.03,    2360.92
 2015018,14247323.25, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  766827.06,  657118.71, 1505436.52,  853214.25, 1260903.34, 3248012.93,  355546.06,   17118.80,  574803.77,   13266.03,    2360.92
 2015019,14166930.70, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  763822.68,  603609.93, 1473160.57,  853214.25, 1260903.34, 3239498.24,  348649.06,   20960.60,  594770.23,   13266.03,    2360.92
 2015020,14211384.19, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  774421.39,  606639.29, 1473160.57,  853214.25, 1260903.34, 3239498.24,  365601.43,   20960.60,  608643.27,   13266.03,    2360.92
 2015021,14188040.03, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  794291.53,  564326.63, 1474320.32,  853214.25, 1260903.34, 3239498.24,  365806.76,   20960.60,  606376.55,   13266.03,    2360.92
 2015022,14294519.99, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  783085.55,  626509.41, 1496515.87,  853214.25, 1260903.34, 3239498.24,  384203.41,   24400.99,  617588.64,   13266.03,    2619.40
 2015023,14263914.67, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  753265.92,  627832.72, 1461218.92,  853214.25, 1260903.34, 3240422.53,  419200.13,   24400.99,  617588.64,   10532.97,    2619.40
 2015024,14335797.75, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  724113.49,  615201.65, 1474206.46,  853214.25, 1260903.34, 3244827.03,  492651.56,   45777.96,  621152.25,    8415.49,    2619.40
 2015025,14260232.16, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  682479.03,  573301.41, 1463103.88,  853214.25, 1260903.34, 3248012.93,  495220.22,   41653.78,  638790.44,    8415.49,    2619.40
 2015026,14287611.56, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  714424.93,  569704.08, 1463103.88,  853214.25, 1260903.34, 3248012.93,  495220.22,   40684.61,  638790.44,    8415.49,    2619.40
 2015027,14317811.50, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  732002.95,  589372.75, 1457944.63,  853214.25, 1260903.34, 3248012.93,  478557.76,   40684.61,  646901.19,   15079.69,    2619.40
 2015028,14225475.26, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  717084.16,  518498.28, 1444322.19,  853214.25, 1260903.34, 3237899.84,  485350.48,   39043.86,  659009.68,   14995.71,    2619.40
 2015029,14280581.08, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  720234.49,  525930.63, 1497736.65,  853214.25, 1260903.34, 3217147.02,  511593.68,   36185.95,  646033.78,   14995.71,    4071.51
 2015030,14320396.18, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  758873.00,  528127.64, 1438168.74,  853214.25, 1260176.62, 3228265.20,  520383.87,   30597.64,  694540.75,   17436.30,    4196.63
 2015031,14510162.85, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  795252.53,  584666.52, 1504865.89,  853214.25, 1260176.62, 3228265.20,  535133.55,   30597.64,  709445.11,   17933.37,    4196.63
 2015032,14537382.65, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  799608.21,  582891.93, 1504865.89,  853214.25, 1260176.62, 3228265.20,  539454.66,   30597.64,  729762.71,   17933.37,    4196.63
 2015033,14444606.78, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  803105.62,  562219.56, 1493241.25,  853214.25, 1260176.62, 3241325.49,  491433.53,   35320.19,  696276.61,   17580.72,    4196.63
 2015034,14424255.08, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  812260.63,  576704.06, 1487125.59,  853214.25, 1260903.34, 3239352.07,  468102.94,   35320.19,  682356.05,   17580.72,    4818.94
 2015035,14482287.92, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  812260.63,  576704.06, 1520919.48,  853214.25, 1260903.34, 3239352.07,  486395.74,   35320.19,  688264.79,   17618.12,    4818.94
 2015036,14603305.58, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  826762.39,  613671.72, 1563308.11,  853214.25, 1260903.34, 3239352.07,  491917.70,   42828.40,  702369.66,   17642.69,    4818.94
 2015037,14633112.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  826762.39,  623526.51, 1565838.53,  853214.25, 1260903.34, 3239424.60,  500518.86,   44011.18,  709885.17,   17692.67,    4818.94
 2015038,14694252.09, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  820159.82,  700084.91, 1561596.76,  853214.25, 1260903.34, 3239424.60,  500965.53,   44011.18,  704863.78,   17692.67,    4818.94
 2015039,14646905.30, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  780058.64,  696067.15, 1549219.99,  853214.25, 1260903.34, 3239424.60,  506972.88,   44011.18,  708005.35,   17692.67,    4818.94
 2015040,14775758.67, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  815110.66,  697399.14, 1581008.21,  853214.25, 1260903.34, 3239424.60,  565219.99,   46970.87,  709395.76,   15084.94,    5510.60
 2015041,14645529.23, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  735563.87,  672277.71, 1632237.29,  853214.25, 1260903.34, 3242889.28,  580671.74,   45630.99,  616761.67,   13352.18,    5510.60
 2015042,14718896.17, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  763613.42,  691824.25, 1657060.15,  853214.25, 1260903.34, 3242889.28,  604068.44,   16379.70,  624205.47,   12710.97,    5510.60
 2015043,14765766.26, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  769724.79,  703527.06, 1655591.11,  853214.25, 1260903.34, 3242889.28,  611960.69,   21878.86,  640512.73,   13537.25,    5510.60
 2015044,14775284.79, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  769724.79,  703775.54, 1656572.29,  853214.25, 1260903.34, 3242889.28,  619383.66,   21878.86,  641378.63,   13537.25,    5510.60
 2015045,14708222.81, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  760762.36,  724090.55, 1655363.10,  853214.25, 1260903.34, 3242889.28,  605468.52,   28605.31,  594345.51,   13537.25,    5510.60
 2015046,14682186.44, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  757411.12,  677228.65, 1648242.39,  853214.25, 1260903.34, 3248012.93,  632707.07,   31227.67,  589003.17,   13537.25,    5510.60
 2015047,14743868.52, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  757411.12,  683717.28, 1669589.81,  853214.25, 1260903.34, 3248012.93,  645181.39,   31227.67,  609675.02,   13537.25,    6210.45
 2015048,14736948.92, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  746643.36,  710349.70, 1635827.50,  853214.25, 1260903.34, 3248012.93,  658582.52,   31227.67,  609116.16,   11673.02,    6210.45
 2015049,14750769.09, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  717460.65,  721743.69, 1654408.34,  853214.25, 1260903.34, 3248012.93,  661155.10,   31227.67,  609116.16,   11673.02,    6210.45
 2015050,14616865.12, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  704648.50,  627017.76, 1667676.70,  853214.25, 1260903.34, 3248012.93,  618958.81,   26374.17,  617964.63,    1005.98,    6163.66
 2015051,14622189.53, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  701975.16,  637966.16, 1672976.17,  853214.25, 1260903.34, 3247886.18,  605118.08,   31330.45,  613188.04,    1005.98,    5795.28
 2015052,14764709.90, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  731145.78,  664717.69, 1686814.86,  853214.25, 1260903.34, 3247886.18,  653450.50,   31330.45,  637615.15,    1005.98,    5795.28
 2015053,14758508.64, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  731145.78,  664717.69, 1665289.11,  853214.25, 1260903.34, 3247886.18,  646394.16,   31330.45,  659995.99,    1005.98,    5795.28
 2015054,14817233.62, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  731145.78,  665518.21, 1682399.34,  853214.25, 1260903.34, 3247886.18,  658263.21,   31330.45,  688556.91,    1005.98,    5795.28
 2015055,14711381.32, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  671317.41,  673817.65, 1740812.06,  853214.25, 1260903.34, 3248012.93,  576994.17,   29864.13,  666651.80,       0.00,    5303.02
 2015056,14710828.99, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  675602.70,  668197.52, 1751861.21,  853214.25, 1260903.34, 3246420.42,  540848.16,   21978.08,  703079.97,       0.00,    5303.02
 2015057,14750448.68, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  675602.70,  668197.52, 1761546.95,  853214.25, 1260903.34, 3246420.42,  545872.75,   21978.08,  727989.32,       0.00,    5303.02
 2015058,14765468.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  675602.70,  668197.52, 1766135.83,  853214.25, 1260903.34, 3246420.42,  547553.63,   21978.08,  736739.63,       0.00,    5303.02
 2015059,14829888.90, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  699785.30,  691498.50, 1794292.32,  853214.25, 1260903.34, 3246891.08,  511509.87,   22186.86,  760884.04,       0.00,    5303.02
 2015060,14856200.91, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  701064.20,  677414.51, 1828320.95,  853214.25, 1260903.34, 3246891.08,  508062.39,   22186.86,  768838.69,       0.00,    5303.02
 2015061,14879824.28, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  701064.20,  641432.52, 1850572.31,  853214.25, 1260903.34, 3246891.08,  542787.00,   22186.86,  770975.45,       0.00,    5303.02
 2015062,14910198.98, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  701064.20,  650110.87, 1861615.73,  853214.25, 1260903.34, 3246891.08,  545154.03,   22186.86,  779261.35,       0.00,    5303.02
 2015063,14639860.58, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  635868.60,  651541.71, 1818860.17,  853214.25, 1260903.34, 3235582.43,  485373.81,   18569.56,  690149.46,       0.00,    5303.02
 2015064,14742266.93, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  658076.35,  655806.58, 1851048.26,  853214.25, 1260903.34, 3235308.97,  503669.44,   18569.56,  717910.45,       0.00,    5303.02
 2015065,14791623.00, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  645505.64,  714661.87, 1868943.14,  853214.25, 1260903.34, 3235308.97,  488846.05,   18569.56,  717910.45,       0.00,    5303.02
 2015066,14838134.45, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  645505.64,  715285.05, 1868358.00,  853214.25, 1260903.34, 3235308.97,  495007.40,   18569.56,  758222.52,       0.00,    5303.02
 2015067,14829863.19, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  645505.64,  684373.66, 1875552.39,  853214.25, 1260903.34, 3235308.97,  509620.83,   18569.56,  760769.76,       0.00,    5303.02
 2015068,14607198.38, 1070444.98,  966006.16, 1087137.23,  897844.80,  933172.52,  518285.14,  594016.77, 1909184.63,  853214.25, 1260903.34, 3234729.00,  526261.87,   16344.07,  730508.09,       0.00,    1154.36
 2015069,14542121.19, 1070444.98,  966006.16, 1087137.23,  897844.80,  916436.09,  449498.89,  591425.81, 1915853.88,  853214.25, 1260903.34, 3228809.42,  561278.28,   15672.08,  721405.70,       0.00,    1154.36
 2015070,14527694.33, 1070444.98,  966006.16, 1087137.23,  897844.80,  916436.09,  449498.89,  593784.90, 1931910.25,  853214.25, 1260903.34, 3228809.42,  583650.42,   15672.08,  667634.94,       0.00,    1154.36
 2015071,14653205.82, 1070444.98,  966006.16, 1087137.23,  897844.80,  921601.69,  553804.23,  663523.59, 1905720.70,  853214.25, 1260903.34, 3231189.16,  592021.44,   15672.08,  629375.60,       0.00,    1154.36
 2015072,14465280.51, 1070444.98,  966006.16, 1087137.23,  897844.80,  901391.83,  434722.80,  651443.92, 1905720.70,  853214.25, 1260903.34, 3231461.17,  601069.90,   16141.25,  583031.61,       0.00,    1154.36
 2015073,14527274.23, 1070444.98,  966006.16, 1087137.23,  897844.80,  913425.54,  490740.97,  574727.60, 1951805.38,  853214.25, 1260903.34, 3241546.80,  626499.63,   13378.15,  572400.89,       0.00,    4262.43
 2015074,14563275.90, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  489769.57,  573991.15, 1973315.81,  853214.25, 1260903.34, 3238899.28,  613549.64,   14462.17,  595367.93,       0.00,    5041.09
 2015075,14624900.13, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  521883.41,  591166.62, 1990483.31,  853214.25, 1260903.34, 3238899.28,  617734.53,   14462.17,  587534.12,       0.00,    5041.09
 2015076,14666876.58, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  521883.41,  603993.45, 1997627.73,  853214.25, 1260903.34, 3238899.28,  636702.29,   14462.17,  590571.56,       0.00,    5041.09
 2015077,14650959.93, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  521883.41,  603993.45, 1969310.88,  853214.25, 1260903.34, 3238899.28,  648393.02,   14462.17,  590571.56,       0.00,    5750.55
 2015078,14653896.74, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  521883.41,  603993.45, 1956485.89,  853214.25, 1260903.34, 3238899.28,  655148.75,   14462.17,  599577.62,       0.00,    5750.55
 2015079,14562390.36, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  519169.19,  604171.42, 1859229.78,  853214.25, 1260903.34, 3238899.28,  657014.47,   14462.17,  606110.78,       0.00,    5750.55
 2015080,14634555.66, 1070444.98,  966006.16, 1087137.23,  897844.80,  920392.41,  548674.91,  666601.00, 1829904.45,  853214.25, 1260903.34, 3248012.93,  657014.47,   14462.17,  606552.46,       0.00,    5750.55
 2015081,14665870.36, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  600994.25,  663933.92, 1811642.55,  853214.25, 1260903.34, 3248012.93,  677416.81,   14462.17,  571443.61,       0.00,    5750.55
 2015082,14662842.40, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  600994.25,  663933.92, 1794173.27,  853214.25, 1260903.34, 3248012.93,  691221.27,   14462.17,  572080.46,       0.00,    5750.55
 2015083,14632903.29, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  600994.25,  654369.55, 1790791.50,  853214.25, 1260903.34, 3248012.93,  691396.11,   14462.17,  556056.24,       0.00,    4606.97
 2015084,14576287.17, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  656472.96,  620289.80, 1752716.56,  853214.25, 1260903.34, 3246764.17,  682033.97,   15622.40,  528505.56,       0.00,    1844.58
 2015085,14651512.02, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  676854.63,  610341.87, 1791459.17,  853214.25, 1260903.34, 3246764.17,  699555.77,   13861.46,  538793.20,       0.00,    1844.58
 2015086,14765578.72, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  721852.49,  641868.60, 1799507.79,  853214.25, 1260903.34, 3246764.17,  709217.77,   13861.46,  558624.69,       0.00,    1844.58
 2015087,14754867.69, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  721852.49,  612484.70, 1818610.11,  853214.25, 1260903.34, 3246764.17,  698811.73,   13861.46,  568601.29,       0.00,    1844.58
 2015088,14727724.50, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  717152.96,  611063.38, 1798715.25,  853214.25, 1260903.34, 3246764.17,  692999.90,   13861.46,  573285.63,       0.00,    1844.58
 2015089,14541059.42, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  642887.06,  626298.61, 1745856.38,  853214.25, 1260903.34, 3247976.76,  641924.66,   13861.46,  549045.78,       0.00,    1171.54
 2015090,14560641.76, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  601304.99,  636163.40, 1775108.09,  853214.25, 1260903.34, 3247578.31,  664102.94,    9701.72,  553473.59,       0.00,    1171.54
 2015091,14540332.07, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  601304.99,  635249.34, 1760964.89,  853214.25, 1260903.34, 3247578.31,  660429.37,    9701.72,  551894.73,       0.00,    1171.54
 2015092,14534051.93, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  596771.40,  633473.58, 1754106.73,  853214.25, 1260903.34, 3247614.48,  667280.57,    9701.72,  551894.73,       0.00,    1171.54
 2015093,14545228.44, 1070444.98,  966006.16, 1087137.23,  897844.80,  935023.26,  593564.86,  652733.79, 1721077.36,  853214.25, 1260903.34, 3247614.48,  676907.54,    9701.72,  570419.97,       0.00,    1171.54
 2015094,14349366.24, 1070444.98,  966006.16, 1087137.23,  897844.80,  930040.87,  542868.34,  605224.92, 1671903.93,  853214.25, 1260903.34, 3247614.48,  630313.18,    9701.72,  574192.76,       0.00,     492.12
 2015095,14306550.94, 1070444.98,  966006.16, 1087137.23,  897844.80,  926216.93,  560358.31,  588319.23, 1635786.07,  853214.25, 1260903.34, 3247614.48,  607381.80,   13149.32,  590218.76,       0.00,     492.12
 2015096,14358454.06, 1070444.98,  966006.16, 1087137.23,  897844.80,  924563.42,  604546.99,  589059.64, 1633197.27,  853214.25, 1260903.34, 3247614.48,  614119.89,   13149.32,  594697.02,       0.00,     492.12
 2015097,14381236.21, 1070444.98,  966006.16, 1087137.23,  897844.80,  924563.42,  584475.22,  603253.86, 1661491.51,  853214.25, 1260903.34, 3247614.48,  614119.89,   13149.32,  594697.02,       0.00,     492.12
 2015098,14271595.59, 1070444.98,  966006.16, 1087137.23,  897844.80,  921553.63,  526085.10,  604752.11, 1638465.07,  853214.25, 1260903.34, 3247614.48,  599481.57,   12246.60,  583792.92,       0.00,     492.12
 2015099,14266447.27, 1070444.98,  966006.16, 1087137.23,  897844.80,  921553.63,  526085.10,  607652.21, 1633287.64,  853214.25, 1260903.34, 3247614.48,  576166.04,   12246.60,  604237.47,       0.00,     492.12
 2015100,14287883.95, 1070444.98,  966006.16, 1087137.23,  897844.80,  912487.99,  511165.50,  586322.40, 1657557.75,  853214.25, 1260903.34, 3247614.48,  600854.68,   12246.60,  622030.45,       0.00,     492.12
 2015101,14354928.41, 1070444.98,  966006.16, 1087137.23,  897844.80,  920336.84,  505853.68,  594307.13, 1683609.89,  853214.25, 1260903.34, 3247614.48,  617086.44,   12263.33,  636350.57,       0.00,     492.12
 2015102,14378562.11, 1070444.98,  966006.16, 1087137.23,  897844.80,  923561.79,  511722.19,  675097.17, 1616554.78,  853214.25, 1260903.34, 3247777.51,  617086.44,   12263.33,  636350.57,       0.00,     492.12
 2015103,14315299.14, 1070444.98,  966006.16, 1087137.23,  897844.80,  922218.01,  498986.03,  639751.95, 1603542.22,  853214.25, 1260903.34, 3242505.90,  620506.38,   12263.33,  638019.29,       0.00,     492.12
 2015104,14295510.35, 1070444.98,  966006.16, 1087137.23,  897844.80,  923730.21,  472379.40,  639345.07, 1598604.72,  853214.25, 1260903.34, 3243269.82,  640754.25,   12263.33,  627657.49,       0.00,     492.12
 2015105,14095737.01, 1070444.98,  966006.16, 1087137.23,  897844.80,  922924.76,  407015.28,  579573.40, 1577914.60,  853214.25, 1260621.56, 3222212.31,  651340.03,   12263.33,  585269.03,       0.00,     492.12
 2015106,14049007.27, 1070444.98,  966006.16, 1087137.23,  897844.80,  918773.66,  391374.20,  579908.62, 1570272.61,  853214.25, 1258284.23, 3219523.44,  649826.83,    9567.89,  574873.10,       0.00,     492.12
 2015107,14146620.37, 1070444.98,  966006.16, 1087137.23,  897844.80,  920989.54,  408281.40,  659895.56, 1568545.89,  853214.25, 1258284.23, 3220303.10,  649276.96,    9567.89,  574873.10,       0.00,     492.12
 2015109,14132832.83, 1070444.98,  966006.16, 1087137.23,  897844.80,  923811.30,  402537.69,  637828.61, 1568505.37,  853214.25, 1258284.23, 3220303.10,  659917.02,    9567.89,  575474.93,       0.00,     492.12
 2015110,14106664.69, 1070444.98,  966006.16, 1087137.23,  897844.80,  917649.24,  390599.25,  643639.62, 1551236.79,  853214.25, 1260903.34, 3222642.26,  675581.44,    9567.89,  558242.16,       0.00,     492.12
